time,real,imag
0.000000,1.000000,-0.000000
0.062832,1.000000,-0.000000
0.125664,1.000000,-0.000000
0.188496,1.000000,-0.000000
0.251327,1.000000,-0.000000
0.314159,1.000000,-0.000000
0.376991,1.000000,-0.000000
0.439823,1.000000,-0.000000
0.502655,1.000000,-0.000000
0.565487,1.000000,-0.000000
0.628319,1.000000,-0.000000
0.691150,1.000000,-0.000000
0.753982,1.000000,-0.000000
0.816814,1.000000,-0.000000
0.879646,1.000000,-0.000000
0.942478,1.000000,-0.000000
1.005310,1.000000,-0.000000
1.068142,1.000000,-0.000000
1.130973,1.000000,-0.000000
1.193805,1.000000,-0.000000
1.256637,1.000000,-0.000000
1.319469,1.000000,-0.000000
1.382301,1.000000,-0.000000
1.445133,1.000000,-0.000000
1.507964,1.000000,-0.000000
1.570796,1.000000,-0.000000
1.633628,1.000000,-0.000000
1.696460,1.000000,-0.000000
1.759292,1.000000,-0.000000
1.822124,1.000000,-0.000000
1.884956,1.000000,-0.000000
1.947787,1.000000,-0.000000
2.010619,1.000000,-0.000000
2.073451,1.000000,-0.000000
2.136283,1.000000,-0.000000
2.199115,1.000000,-0.000000
2.261947,1.000000,-0.000000
2.324779,1.000000,-0.000000
2.387610,1.000000,-0.000000
2.450442,1.000000,-0.000000
2.513274,1.000000,-0.000000
2.576106,1.000000,-0.000000
2.638938,1.000000,-0.000000
2.701770,1.000000,-0.000000
2.764602,1.000000,-0.000000
2.827433,1.000000,-0.000000
2.890265,1.000000,-0.000000
2.953097,1.000000,-0.000000
3.015929,1.000000,-0.000000
3.078761,1.000000,-0.000000
3.141593,1.000000,-0.000000
3.204425,1.000000,-0.000000
3.267256,1.000000,-0.000000
3.330088,1.000000,-0.000000
3.392920,1.000000,-0.000000
3.455752,1.000000,-0.000000
3.518584,1.000000,-0.000000
3.581416,1.000000,-0.000000
3.644247,1.000000,-0.000000
3.707079,1.000000,-0.000000
3.769911,1.000000,-0.000000
3.832743,1.000000,-0.000000
3.895575,1.000000,-0.000000
3.958407,1.000000,-0.000000
4.021239,1.000000,-0.000000
4.084070,1.000000,-0.000000
4.146902,1.000000,-0.000000
4.209734,1.000000,-0.000000
4.272566,1.000000,-0.000000
4.335398,1.000000,-0.000000
4.398230,1.000000,-0.000000
4.461062,1.000000,-0.000000
4.523893,1.000000,-0.000000
4.586725,1.000000,-0.000000
4.649557,1.000000,-0.000000
4.712389,1.000000,-0.000000
4.775221,1.000000,-0.000000
4.838053,1.000000,-0.000000
4.900885,1.000000,-0.000000
4.963716,1.000000,-0.000000
5.026548,1.000000,-0.000000
5.089380,1.000000,-0.000000
5.152212,1.000000,-0.000000
5.215044,1.000000,-0.000000
5.277876,1.000000,-0.000000
5.340708,1.000000,-0.000000
5.403539,1.000000,-0.000000
5.466371,1.000000,-0.000000
5.529203,1.000000,-0.000000
5.592035,1.000000,-0.000000
5.654867,1.000000,-0.000000
5.717699,1.000000,-0.000000
5.780530,1.000000,-0.000000
5.843362,1.000000,-0.000000
5.906194,1.000000,-0.000000
5.969026,1.000000,-0.000000
6.031858,1.000000,-0.000000
6.094690,1.000000,-0.000000
6.157522,1.000000,-0.000000
6.220353,1.000000,-0.000000
